Caffeine_Intake,Reaction_Time,Cognitive_Score
260,207.49,100.0
454,515.89,50.94
186,564.96,36.07
318,483.7,35.17
199,456.69,61.46
18,460.97,61.66
48,585.0,30.99
90,256.25,100.0
471,316.6,70.36
82,296.66,98.72
286,339.21,61.45
119,358.63,76.65
50,587.85,52.42
153,241.71,83.46
436,544.8,24.53
207,598.87,19.4
176,291.23,91.04
107,471.02,74.46
481,451.65,31.31
492,301.58,56.9
193,430.19,49.24
460,243.56,66.66
220,595.47,33.6
341,460.12,59.39
124,505.73,15.93
108,336.65,60.03
96,424.6,77.91
110,543.03,43.64
260,515.95,52.91
270,457.03,37.73
457,588.2,16.78
198,393.34,55.23
272,258.49,86.48
479,326.35,60.73
142,440.9,64.68
209,342.04,66.46
432,383.63,65.22
370,307.16,74.41
171,502.95,35.5
375,527.05,46.36
286,467.7,40.23
94,582.39,40.01
236,482.34,37.74
315,552.09,19.74
421,334.08,87.85
279,476.88,65.99
325,279.45,78.73
370,446.77,46.44
485,381.48,63.32
326,559.34,23.31
192,553.55,50.9
87,364.58,69.9
130,242.89,84.37
171,212.02,99.99
152,334.68,56.68
85,269.2,94.43
369,461.29,41.94
126,275.48,64.82
310,486.99,53.73
232,540.07,33.8
141,329.93,75.24
306,480.23,28.64
251,236.96,71.39
153,200.76,97.73
387,372.6,83.31
16,429.9,64.13
292,584.04,18.57
307,468.25,56.52
152,536.46,57.5
314,311.91,63.28
188,216.19,100.0
173,436.67,58.51
447,420.73,50.14
12,232.73,89.77
3,382.48,72.24
380,315.36,57.89
245,407.8,67.58
150,431.0,32.37
359,225.83,73.13
477,243.03,79.71
343,450.19,54.91
461,332.85,50.16
281,488.84,45.51
384,470.17,54.41
427,321.14,68.59
341,375.34,56.92
84,212.73,100.0
102,509.98,27.86
337,414.91,38.41
203,330.09,91.02
496,219.98,64.02
387,510.55,42.17
67,366.63,40.51
48,265.31,62.77
406,537.84,14.64
229,453.71,54.85
40,365.4,58.4
320,252.25,98.36
449,309.87,63.22
495,369.99,49.29
236,524.28,28.25
388,393.59,46.84
23,288.48,68.96
251,360.57,63.54
443,521.55,33.22
293,450.6,54.34
46,477.9,50.58
484,566.47,41.71
116,369.25,53.34
300,289.65,81.82
446,431.09,60.53
204,540.94,30.66
193,421.5,42.84
137,501.49,27.53
254,378.72,50.55
7,512.98,45.91
13,319.69,85.36
14,582.86,38.38
282,502.7,47.93
18,549.99,35.72
297,264.19,100.0
122,210.65,100.0
209,598.18,15.12
272,361.0,64.34
90,585.12,15.08
257,347.91,71.62
76,529.85,42.52
316,205.31,98.16
261,364.29,46.96
189,337.01,79.45
52,452.26,27.73
48,429.05,76.98
3,498.4,45.17
187,450.84,69.97
408,522.14,15.57
126,368.1,81.83
133,396.18,44.11
364,522.73,43.8
331,265.25,67.97
402,386.27,74.18
159,357.49,72.49
351,514.79,51.83
350,338.46,72.69
7,249.84,64.52
18,217.86,80.63
28,344.38,77.09
408,515.27,47.11
112,584.88,29.58
263,398.74,83.48
0,294.85,89.36
263,244.63,100.0
340,528.3,49.25
325,297.21,80.72
219,415.12,49.83
462,576.6,22.56
333,486.8,39.01
25,369.01,67.7
382,533.73,14.2
326,363.22,87.34
146,449.63,54.39
48,428.6,34.76
312,463.11,27.57
171,329.05,72.74
107,210.1,77.99
398,208.4,79.41
24,351.97,63.61
487,587.2,13.49
194,394.16,63.38
5,412.45,41.06
191,489.76,45.65
232,491.66,50.02
239,404.47,56.41
169,553.32,39.65
423,539.38,36.69
376,337.98,46.75
426,482.83,26.16
390,425.97,56.4
262,482.71,51.26
63,358.59,81.73
403,599.32,28.6
41,224.82,97.96
251,228.6,100.0
483,232.73,76.25
32,421.84,81.8
252,434.34,47.72
6,342.07,96.27
22,429.28,32.26
360,214.16,100.0
257,467.51,53.34
201,537.96,42.57
180,488.57,59.12
315,366.7,56.08
290,539.21,34.73
30,258.0,100.0
282,405.46,61.38
234,305.81,92.1
287,484.85,45.65
10,594.2,7.62
384,347.42,64.52
43,320.96,73.95
26,478.58,41.52
60,240.82,92.71
249,529.34,33.5
137,507.98,68.2
423,320.54,84.32
131,499.62,42.56
388,476.56,26.66
206,392.16,75.47
168,412.05,75.12
249,382.66,37.44
78,253.5,59.54
382,550.95,47.58
91,231.08,99.12
227,552.0,7.01
383,352.85,45.38
105,471.83,57.11
180,349.87,64.04
357,548.24,23.74
321,409.57,62.87
229,515.31,48.64
138,484.1,75.96
430,462.41,54.28
69,446.94,38.73
65,241.68,82.52
32,476.72,50.06
434,564.25,23.93
300,285.99,84.78
463,213.85,92.05
350,380.29,76.77
442,366.34,63.6
168,301.1,62.81
388,495.5,20.86
176,318.29,89.08
356,359.24,81.21
115,248.26,98.42
337,350.39,54.16
216,500.48,41.72
342,587.43,34.31
196,543.96,11.92
53,239.23,96.32
174,491.58,57.59
284,379.24,43.86
236,243.43,71.36
51,565.5,28.38
315,378.82,70.11
459,361.05,62.29
330,465.71,40.13
470,346.29,71.88
33,462.11,72.97
197,578.16,45.2
279,524.39,62.77
365,213.37,92.49
455,570.61,17.35
404,355.08,65.79
484,333.34,73.86
43,587.05,29.25
82,534.73,32.69
128,469.35,48.81
408,237.25,66.5
321,396.72,60.51
235,354.38,63.79
451,285.54,67.74
38,431.64,44.5
7,525.63,30.9
149,351.59,44.27
147,368.81,65.79
439,268.26,66.36
79,397.9,57.6
466,571.43,18.09
39,452.21,57.05
154,284.04,94.88
306,451.59,59.12
436,222.07,63.22
177,246.57,96.16
88,438.32,78.49
310,410.11,36.25
176,383.19,78.96
395,523.26,43.24
87,452.18,67.9
195,317.33,77.66
139,230.35,85.88
104,453.09,65.6
157,417.0,53.41
19,506.91,58.58
217,510.3,53.31
234,581.6,22.49
85,258.02,89.15
389,330.36,55.51
285,432.86,71.16
455,456.25,17.41
137,455.57,38.53
222,565.5,39.91
253,420.85,73.75
361,439.18,50.63
161,409.02,50.36
174,545.66,24.98
405,340.1,63.47
29,250.34,68.75
146,504.64,54.67
147,577.6,28.89
400,232.41,93.82
239,490.74,71.93
307,291.32,86.61
377,405.15,42.34
298,516.16,42.66
292,252.75,73.48
406,596.43,19.33
411,240.33,98.82
454,375.2,58.54
11,252.3,69.43
267,216.18,65.28
284,256.07,73.39
63,239.32,93.15
327,282.11,80.34
209,426.0,25.37
313,563.58,13.81
134,474.93,49.96
424,525.47,49.34
285,336.41,57.18
456,412.91,56.46
212,243.11,81.29
405,363.81,56.97
274,437.05,26.58
318,385.82,64.79
103,272.72,87.79
423,359.5,67.27
457,357.78,57.03
242,313.84,68.85
460,346.48,71.45
302,451.61,53.34
467,461.4,66.56
209,406.63,78.85
28,286.76,78.6
442,317.27,71.53
143,305.91,100.0
63,489.11,53.52
213,592.3,26.97
440,248.47,92.59
102,508.32,62.64
413,276.98,62.38
426,238.21,60.98
116,443.99,69.68
485,398.68,65.65
154,345.88,85.82
273,525.92,39.84
145,506.8,39.23
64,534.11,35.75
363,529.32,55.92
387,509.18,41.3
61,252.71,84.61
360,591.38,6.64
51,217.56,100.0
82,341.7,56.66
434,555.59,41.37
427,304.29,67.44
349,589.49,39.22
466,366.53,59.54
173,435.84,51.5
326,306.91,71.73
108,411.88,61.89
386,249.11,79.71
17,458.18,79.0
372,345.33,75.05
271,387.26,61.99
137,592.67,12.93
69,229.04,100.0
473,344.99,70.99
490,432.25,44.71
134,372.36,61.11
225,364.94,45.33
366,200.39,100.0
106,492.49,51.3
185,350.38,99.0
214,259.86,75.41
487,313.79,54.56
319,290.76,61.61
402,386.1,51.01
218,485.29,31.66
174,232.6,100.0
150,222.57,91.56
488,365.45,73.58
15,312.99,66.14
196,260.11,91.23
128,420.51,59.81
384,359.42,41.07
383,581.23,32.17
22,238.01,72.89
283,495.16,37.06
465,258.27,81.91
384,318.87,54.37
121,449.12,47.73
438,445.94,56.32
144,464.12,55.87
0,594.57,24.7
331,558.8,15.95
174,234.18,87.34
410,429.95,32.64
452,593.54,24.09
102,468.72,44.99
289,220.54,80.46
138,409.02,64.57
297,564.35,30.55
212,470.56,35.13
422,435.55,42.42
202,434.48,58.0
174,557.39,25.17
146,411.23,55.54
192,218.13,71.56
78,309.29,89.14
157,328.6,60.69
139,399.15,71.3
203,561.04,35.03
196,559.39,7.65
471,594.02,47.08
489,234.99,92.0
444,580.76,21.08
165,406.08,60.17
247,374.06,59.42
132,208.87,96.6
27,358.66,85.83
280,582.48,19.72
183,263.72,82.89
202,519.87,39.82
223,566.9,53.01
101,418.95,57.4
88,575.39,49.34
128,238.61,79.47
77,530.37,34.67
311,381.81,70.55
228,340.97,67.01
430,500.35,36.46
487,366.75,60.19
374,234.89,100.0
235,566.77,27.59
121,565.5,20.28
342,316.96,59.18
40,418.62,66.68
329,332.54,60.35
204,522.09,25.26
277,448.06,44.88
183,479.52,56.92
377,344.09,40.81
434,437.35,32.03
70,559.9,20.43
48,253.65,81.76
454,260.42,81.42
99,208.0,100.0
446,556.14,31.59
112,484.64,37.69
305,437.97,67.4
407,376.44,31.47
131,476.88,41.95
223,429.09,52.68
253,299.19,54.12
194,279.96,84.61
52,506.52,48.34
154,318.86,77.03
482,275.02,71.32
408,364.58,85.03
106,523.59,44.27
384,447.75,62.44
283,273.34,60.98
275,273.53,70.56
149,552.37,49.61
161,258.39,76.46
398,368.82,30.87
85,202.44,98.51
224,545.91,23.58
389,284.9,70.39
187,203.03,96.47
79,331.55,74.66
283,211.76,87.45
498,359.16,53.08
172,479.19,61.84
308,407.16,49.08
197,417.49,83.53
49,378.19,62.44
458,575.63,0.0
480,473.04,34.76
64,272.38,82.02
19,498.52,51.08
95,229.44,85.36
410,483.13,55.83
40,569.07,51.4
40,525.95,39.89
210,301.48,55.45
183,234.01,89.29
328,597.0,33.29
340,483.93,14.4
79,489.51,49.28
283,471.74,55.87
466,364.44,89.24
70,376.03,67.38
401,349.64,60.81
149,447.4,41.2
333,591.5,49.96
213,538.31,32.57
34,250.71,100.0
348,300.52,69.2
67,532.65,30.54
482,202.94,45.09
268,221.83,76.92
141,480.38,50.62
392,400.64,72.44
144,456.43,35.95
427,214.8,76.81
217,465.69,49.84
400,592.07,20.02
433,568.02,35.47
429,542.53,15.65
455,544.36,27.77
277,351.46,50.63
398,223.57,73.23
84,206.66,89.53
114,489.04,27.06
396,361.75,67.44
349,484.94,39.9
286,379.99,44.2
122,412.46,56.77
340,411.71,59.43
412,444.71,51.74
157,264.46,90.63
442,486.21,46.38
10,480.45,49.02
200,478.26,63.44
281,241.0,83.31
115,365.55,61.47
200,334.13,79.46
223,319.27,63.98
373,450.26,25.95
447,508.04,20.09
97,368.48,56.55
230,257.09,54.75
204,311.62,86.58
53,490.67,51.01
254,541.49,48.87
267,291.94,85.6
200,358.56,75.39
250,394.3,56.73
259,514.5,47.52
417,323.63,71.47
254,587.23,55.3
173,511.07,25.56
281,259.29,81.91
498,581.13,20.33
220,228.44,100.0
105,338.09,62.15
418,228.18,75.61
358,360.39,65.28
446,430.84,52.72
59,204.43,79.3
115,421.73,57.96
17,332.58,68.83
368,454.65,44.47
183,513.23,36.2
49,399.28,50.22
408,590.05,30.3
8,412.93,43.77
305,202.74,100.0
211,385.78,43.98
354,588.77,18.89
488,474.2,38.56
406,465.62,45.68
245,549.44,35.78
414,256.38,97.04
402,479.33,39.32
271,352.94,83.16
7,361.25,49.0
238,290.14,73.48
367,371.85,80.24
380,570.58,43.3
160,228.6,100.0
334,381.64,65.26
381,478.48,42.88
118,552.44,18.62
462,388.97,57.28
181,411.67,42.77
332,495.73,54.99
232,598.62,18.54
19,512.81,55.5
441,448.04,46.16
317,539.75,29.15
141,397.32,46.86
302,340.79,69.41
114,571.4,42.29
385,571.78,29.45
55,373.92,85.43
334,516.02,24.92
214,269.98,91.17
266,489.46,40.6
50,434.36,52.36
451,315.5,72.9
254,513.78,33.74
53,245.35,88.0
42,553.38,34.58
40,589.22,23.95
298,210.99,80.48
102,284.27,70.28
248,588.17,19.71
305,442.79,67.7
59,363.36,93.56
349,237.63,89.02
353,565.48,23.44
213,371.57,53.76
11,522.97,35.62
341,570.79,46.15
297,442.61,31.14
404,272.75,80.56
6,585.45,20.6
4,500.27,64.39
139,583.25,23.56
346,246.67,100.0
182,449.56,51.08
158,261.19,88.51
104,334.73,89.63
480,522.24,47.16
417,339.39,64.04
122,210.68,85.35
410,315.27,72.4
90,456.14,36.68
466,216.45,100.0
280,377.43,68.0
53,309.46,85.21
330,537.67,51.79
446,214.94,62.36
146,521.71,34.08
129,494.52,15.35
402,543.36,17.55
286,309.77,43.3
89,398.56,77.19
130,319.95,65.63
92,397.28,78.0
187,390.39,63.6
388,521.2,32.42
493,328.84,67.83
279,557.84,15.5
278,549.74,40.52
330,351.01,63.45
425,396.44,71.18
215,599.12,13.45
69,270.86,65.23
52,516.5,33.83
405,561.3,34.15
125,417.37,68.39
195,492.59,10.65
156,313.71,62.4
337,465.71,47.04
481,342.11,59.66
462,329.24,57.29
479,414.79,64.49
456,345.1,51.96
101,586.65,8.71
107,306.97,58.4
257,599.28,17.08
264,201.53,95.23
132,319.87,82.8
91,255.55,86.69
355,494.43,40.64
257,574.16,41.57
320,433.41,31.47
170,228.73,100.0
352,378.08,63.85
194,411.4,77.05
44,535.39,37.44
429,381.32,76.72
100,590.2,15.33
4,430.3,60.65
267,554.2,22.94
328,374.42,80.44
457,330.99,84.85
298,392.09,70.34
72,301.58,85.8
303,335.67,53.04
102,419.26,65.18
195,271.17,100.0
102,410.78,48.6
75,562.42,68.91
328,563.86,36.31
148,402.97,44.28
431,490.21,62.28
484,403.69,36.19
332,387.78,71.58
380,480.37,41.89
472,301.61,44.54
286,250.12,82.39
388,243.12,75.12
421,486.13,43.86
114,321.41,55.0
495,204.98,81.69
389,436.14,46.08
197,547.08,24.23
220,555.58,45.65
213,491.85,57.72
157,521.23,54.94
18,406.04,58.07
303,505.0,42.72
132,273.34,77.3
487,359.06,85.07
376,228.71,87.01
22,478.86,38.2
340,384.42,56.78
180,205.06,99.97
25,338.41,68.3
255,441.25,31.66
411,480.33,42.48
31,286.43,76.54
371,441.84,42.54
352,585.48,34.23
135,461.57,48.37
303,263.93,63.35
323,460.56,60.43
349,325.36,61.59
378,284.7,74.09
176,495.86,41.24
451,554.13,9.47
320,504.1,29.53
25,363.64,64.74
181,406.25,52.92
236,412.58,45.87
315,386.1,59.45
226,490.78,70.18
260,452.95,25.81
479,262.89,56.9
124,430.25,95.36
115,517.52,22.25
135,204.31,100.0
268,397.55,79.58
305,307.48,76.15
384,378.69,54.66
194,404.76,50.11
221,433.77,55.48
62,335.22,72.19
253,510.52,32.9
43,486.91,45.99
243,403.06,78.26
342,336.05,57.05
324,567.15,28.2
117,356.9,40.23
172,452.03,60.37
90,229.57,92.29
435,349.46,68.61
270,328.39,67.37
137,568.08,47.03
464,386.4,48.92
119,505.98,22.99
389,333.27,62.78
399,355.34,69.65
493,321.74,58.32
383,220.93,77.47
42,508.99,62.83
341,271.19,77.48
346,544.92,6.61
412,211.0,77.09
206,553.31,28.41
168,406.44,32.0
10,265.27,100.0
354,534.55,34.48
275,417.74,50.03
263,460.66,17.41
73,568.38,46.66
408,405.13,71.52
208,565.77,39.34
174,409.25,69.41
351,506.6,5.2
301,291.11,71.71
450,414.22,72.06
197,358.9,98.14
31,389.76,65.22
316,309.15,53.2
276,538.38,34.2
336,272.26,66.6
245,338.34,62.26
442,331.54,64.9
247,534.12,60.54
304,348.0,65.47
454,520.33,33.8
286,558.11,39.21
361,317.54,47.61
266,350.78,64.52
47,240.76,78.28
273,586.63,11.67
132,498.87,32.62
227,506.83,34.99
102,451.47,66.21
68,508.05,25.66
294,210.44,70.1
156,245.48,79.02
203,236.72,88.79
363,226.08,83.11
19,376.9,74.0
215,286.92,91.88
454,543.22,19.58
358,356.42,72.29
18,381.75,55.51
122,363.95,78.75
385,249.86,95.96
61,274.02,92.31
160,334.15,90.71
260,370.58,56.29
6,208.25,82.92
257,518.15,40.3
392,576.35,6.75
474,593.96,44.88
424,523.26,32.86
370,473.9,57.87
379,200.07,100.0
270,581.73,35.35
432,425.0,51.83
372,211.22,100.0
403,307.56,59.78
452,577.36,30.23
243,589.08,13.51
155,592.56,7.24
435,427.04,41.68
38,247.85,100.0
380,322.93,83.63
468,583.81,18.19
79,546.77,25.54
292,582.54,39.57
426,519.02,35.68
493,496.8,50.39
58,483.41,38.27
388,480.93,51.64
469,291.69,95.85
132,253.37,88.98
415,417.85,74.16
209,283.56,57.21
495,332.77,75.69
190,204.08,97.69
108,280.73,99.45
251,380.94,50.54
182,331.06,85.73
438,223.34,97.52
40,416.6,75.02
341,377.99,84.73
66,257.36,78.14
293,378.83,43.7
106,460.72,54.29
386,404.06,63.54
175,367.1,77.07
288,213.26,78.1
158,506.05,36.35
232,454.13,35.62
336,444.96,50.47
133,552.57,16.39
220,398.85,47.12
141,268.31,84.11
341,476.38,52.93
228,300.92,79.19
469,490.89,58.65
382,458.03,77.87
461,438.93,46.18
383,290.57,88.91
398,385.16,54.8
323,592.17,35.75
428,523.81,36.54
206,498.87,43.68
341,513.88,39.88
61,345.65,57.77
18,458.25,47.52
60,288.17,75.87
92,507.94,42.95
263,500.27,31.21
174,241.86,69.76
93,555.38,26.88
122,433.46,68.67
492,200.07,95.66
22,349.11,87.12
381,566.33,50.79
401,494.87,49.1
292,494.89,36.58
417,474.56,48.57
372,530.33,49.67
253,254.99,66.14
296,258.29,63.48
475,398.74,74.49
244,505.6,30.3
159,232.11,70.33
372,273.03,86.76
431,247.72,90.19
348,338.6,62.61
407,276.09,78.6
104,429.07,66.51
241,515.24,24.61
470,434.23,65.43
139,332.71,60.47
87,534.86,23.82
314,332.6,68.74
365,241.12,84.91
383,493.01,63.07
150,357.97,64.04
254,205.85,83.91
447,325.15,74.32
131,577.47,52.28
278,447.16,29.21
326,420.99,65.91
195,514.28,38.99
492,511.11,62.88
480,360.57,82.66
337,225.22,98.22
24,229.35,88.44
325,594.85,19.66
431,258.64,54.67
197,446.72,61.06
117,383.0,60.78
445,309.63,71.4
482,343.55,58.85
391,275.77,88.37
313,214.82,88.44
24,219.79,79.04
431,326.43,97.37
348,532.33,17.07
411,421.32,47.96
32,572.29,18.23
297,359.29,72.98
217,348.37,69.0
32,320.68,84.71
284,391.24,31.96
107,344.35,79.12
184,408.34,70.06
304,210.15,100.0
267,585.53,40.27
391,432.82,62.14
10,275.53,72.78
222,528.09,30.44
69,558.55,40.78
315,556.6,38.08
9,252.24,94.43
309,412.86,47.51
98,369.77,47.11
105,501.54,29.36
88,218.22,100.0
26,388.07,59.9
37,278.82,78.99
193,277.57,100.0
77,341.15,76.2
320,478.71,29.12
275,220.81,90.75
192,497.98,60.31
400,200.84,83.88
405,272.25,92.88
69,544.05,22.15
242,307.24,62.0
350,452.43,49.9
176,241.4,71.6
483,399.23,68.1
226,325.07,60.8
174,238.35,100.0
94,262.44,59.78
474,476.41,44.27
159,495.74,35.65
249,293.34,87.08
245,219.6,86.8
331,497.99,51.88
80,329.77,71.49
480,431.14,38.09
237,284.63,57.22
301,498.87,36.14
38,590.69,24.84
297,284.77,49.5
429,334.28,72.41
133,573.51,20.16
231,397.04,37.96
135,466.54,52.64
337,333.28,80.26
123,360.54,59.15
338,430.55,42.13
271,204.2,100.0
158,502.95,52.26
451,239.83,100.0
249,436.81,34.17
78,573.28,16.04
423,398.91,67.66
111,455.76,33.52
184,224.45,91.61
104,567.0,41.52
224,299.28,80.04
287,345.33,73.5
221,321.16,92.45
63,559.5,48.64
439,579.27,46.82
493,327.29,69.29
291,231.98,71.32
85,515.67,35.2
29,396.72,48.9
113,339.67,50.13
151,330.72,39.96
2,262.59,94.9
230,308.21,80.23
460,344.64,48.51
256,408.19,40.15
273,598.34,44.52
497,229.83,67.85
85,237.75,90.57
369,201.1,99.4
202,427.93,55.04
442,250.82,91.91
65,543.52,19.81
30,412.63,44.43
157,408.36,66.1
457,280.7,62.18
467,390.02,56.11
128,396.36,42.53
438,350.44,67.83
289,586.55,35.51
95,345.32,85.15
91,367.93,49.41
171,264.57,83.98
32,556.89,18.64
451,571.33,30.66
212,520.29,55.6
50,217.03,100.0
331,441.33,45.03
147,377.78,50.7
155,494.41,40.5
337,550.61,17.69
144,527.63,51.68
159,540.88,36.77
117,544.97,19.53
424,393.99,64.3
70,330.76,51.17
220,495.68,61.24
297,253.84,77.45
476,522.77,47.25
292,484.06,36.68
185,555.91,52.6
19,481.85,48.01
469,486.8,33.29
269,581.29,12.84
385,458.33,49.56
35,386.68,72.9
364,368.63,32.03
176,507.69,32.02
226,429.05,57.02
122,231.79,100.0
181,298.71,79.5
176,203.99,94.23
93,387.37,77.03
293,572.19,30.32
341,206.11,81.48
33,573.52,39.45
86,546.45,40.9
427,464.39,71.91
353,502.33,34.97
460,230.54,82.73
195,432.74,48.83
271,416.01,37.8
186,561.19,14.95
327,433.54,39.95
291,213.26,92.29
464,451.54,69.16
338,503.65,53.3
4,272.31,68.94
451,223.53,82.92
274,347.21,79.35
287,213.54,55.12
493,280.6,76.02
256,203.27,95.65
472,386.35,59.07
429,463.23,37.72
86,454.35,43.05
356,249.36,57.12
211,579.84,18.34
371,477.55,8.54
136,565.66,24.0
230,449.29,34.07
39,264.09,82.56
220,222.32,87.4
93,544.66,67.11
45,543.88,34.3
296,435.02,68.68
337,569.36,32.82
196,432.35,46.72
116,566.44,28.72
276,418.06,51.2
248,442.61,73.82
247,249.57,94.72
109,255.38,100.0
350,262.79,79.55
289,576.02,34.67
108,451.35,30.21
411,264.16,94.0
383,318.55,83.5
464,537.5,45.29
437,362.13,76.21
117,571.3,56.84
133,556.41,19.71
29,410.59,84.39
393,204.54,76.1
70,335.59,61.52
254,550.39,33.84
232,573.4,20.79
220,425.09,68.6
257,306.28,81.11
325,350.9,58.57
407,325.89,63.45
200,218.44,89.79
49,378.16,55.19
55,425.27,61.77
42,404.08,59.06
387,408.04,59.9
488,260.3,66.36
496,214.3,63.71
157,322.64,71.29
92,226.81,90.56
65,474.89,22.55
458,232.65,81.41
25,543.7,45.23
292,491.24,27.14
217,399.05,66.1
361,475.66,19.95
341,468.01,55.48
192,210.14,100.0
128,362.22,67.97
304,241.73,89.03
409,446.51,58.05
172,473.68,50.11
380,323.66,64.51
222,214.37,78.73
325,346.96,72.82
167,402.63,51.86
360,330.62,57.85
442,468.41,46.44
94,342.47,45.34
36,466.65,24.21
145,312.59,75.95
397,518.31,31.48
224,507.75,31.19
395,334.43,73.96
125,537.49,55.72
276,211.72,91.74
369,282.82,70.08
5,595.88,40.94
214,239.05,66.48
191,298.19,63.03
441,258.08,79.57
182,262.06,85.93
304,220.34,69.45
336,217.53,91.22
11,397.04,69.11
246,259.77,71.24
220,574.82,20.85
273,296.41,82.59
59,588.0,19.72
408,528.18,46.96
143,510.82,19.15
371,543.54,43.69
471,355.17,55.64
497,425.13,54.9
41,396.37,36.02
108,561.29,23.89
441,379.26,55.32
217,382.29,60.04
427,556.2,0.0
148,498.11,48.57
192,251.17,79.55
93,599.47,14.83
389,369.27,71.28
96,349.5,83.93
349,485.15,43.61
231,479.12,28.88
85,583.78,5.6
136,257.89,83.2
327,274.33,66.74
397,314.89,59.93
325,439.75,30.46
276,448.51,37.78
451,383.78,71.92
303,303.96,68.98
128,301.25,54.58
161,327.03,79.32
424,524.42,52.12
405,568.25,33.44
411,460.4,40.4
412,316.27,70.3
479,474.23,54.73
352,256.01,83.69
454,561.07,36.51
326,234.36,75.52
432,565.74,17.62
410,338.48,73.74
415,507.64,55.84
137,527.07,28.31
280,281.95,76.56
152,352.96,68.68
185,584.8,28.18
14,553.02,40.15
435,370.31,68.93
67,455.69,44.16
202,249.26,80.27
183,569.58,32.01
313,468.83,69.3
152,589.2,40.56
78,363.31,72.39
441,223.9,84.41
156,417.46,56.6
290,596.49,36.14
293,331.38,51.76
482,460.56,29.0
93,595.35,20.11
330,544.3,43.18
55,200.47,95.19
286,416.7,65.98
341,437.59,60.35
379,571.31,10.8
178,592.88,35.53
237,532.75,52.47
435,502.55,29.74
380,481.93,43.18
290,541.79,15.4
23,287.27,71.21
106,224.0,100.0
479,588.63,20.16
455,296.07,73.26
189,588.89,43.27
0,512.18,19.59
5,485.38,34.25
99,459.47,67.79
156,487.24,68.12
158,407.58,30.36
393,497.18,58.98
311,428.22,34.06
469,507.66,13.01
359,571.54,29.31
462,416.77,47.95
492,561.08,12.25
406,498.37,39.12
215,238.06,100.0
316,413.93,44.04
209,300.18,64.49
210,402.27,67.9
122,438.57,66.76
349,382.38,65.44
99,376.32,88.2
393,419.04,39.65
56,417.77,48.9
446,483.87,17.69
406,336.33,39.88
410,227.52,79.48
13,469.67,28.36
60,359.6,80.87
110,415.71,37.46
466,499.27,57.02
458,549.92,34.74
210,532.89,53.84
361,346.73,71.29
196,376.14,66.49
39,591.72,29.65
274,544.9,33.85
319,529.33,42.3
99,503.15,59.01
96,242.88,100.0
54,423.06,64.71
249,221.24,95.5
188,246.68,65.73
50,457.15,42.31
324,567.98,23.41
60,553.42,28.26
35,423.77,59.97
234,596.97,33.22
149,319.11,68.18
55,423.39,74.64
295,583.05,45.18
342,292.64,63.99
54,389.38,74.62
425,275.93,66.91
17,575.06,29.27
490,533.61,31.06
451,273.98,82.02
219,225.71,71.85
34,259.36,100.0
433,244.31,80.52
422,561.11,23.24
66,451.56,55.07
58,270.53,68.6
466,255.26,91.24
224,494.23,62.05
237,504.65,48.65
86,225.56,79.94
159,386.81,95.95
445,295.64,64.38
452,392.86,65.53
356,360.69,53.36
462,241.23,84.26
68,343.27,92.03
90,418.14,43.16
10,261.02,66.0
4,423.44,72.85
62,549.81,27.23
242,598.08,12.08
420,259.31,82.63
22,357.08,55.3
415,228.3,86.3
400,588.23,13.91
422,398.11,62.71
296,497.6,41.65
335,280.17,42.11
106,397.29,60.36
454,459.67,51.76
421,218.09,84.98
238,493.89,49.23
321,535.46,43.54
314,414.84,37.53
103,431.33,55.25
216,513.64,26.92
318,481.52,45.44
423,433.61,34.12
103,373.6,52.52
186,301.27,99.22
195,227.11,75.55
301,351.53,74.04
193,470.49,47.52
175,532.14,44.21
153,212.53,80.42
280,218.03,76.21
359,513.93,27.72
258,569.14,23.43
164,325.7,71.14
95,251.19,80.28
81,434.08,48.13
63,518.01,33.96
365,305.03,64.06
236,467.3,43.9
61,483.22,54.14
127,583.64,26.09
168,399.37,71.68
124,280.38,100.0
266,590.11,9.33
42,559.47,50.26
233,583.72,11.0
302,478.12,43.77
470,556.98,10.82
142,249.01,100.0
94,526.52,42.57
442,425.23,46.99
245,359.85,52.73
401,442.57,55.72
156,237.27,79.18
259,432.16,41.04
104,294.66,72.21
351,243.37,78.87
96,497.59,45.35
217,364.82,46.26
90,420.69,65.04
459,200.82,92.15
252,360.53,44.47
29,346.76,64.38
450,295.06,92.12
157,388.16,63.92
317,463.67,33.38
78,217.97,86.81
135,529.72,34.91
337,336.46,49.18
396,379.18,63.03
461,385.14,69.14
254,296.79,76.76
94,266.14,84.16
226,200.78,84.07
270,334.84,69.99
431,218.56,97.8
235,371.56,59.87
375,355.76,50.71
289,326.66,50.08
335,418.6,39.43
421,325.91,41.61
350,576.89,37.1
206,520.14,30.84
328,416.77,47.13
393,271.75,65.55
206,587.79,11.17
419,411.96,66.96
37,581.52,25.54
481,511.53,28.63
159,418.21,74.02
105,337.15,72.16
309,396.56,48.78
482,402.74,57.69
18,477.91,51.69
444,402.41,63.55
177,334.27,82.2
0,508.56,43.39
274,319.45,73.38
222,387.63,37.75
452,261.3,56.01
427,266.67,86.82
73,261.24,80.2
86,303.66,78.72
113,483.37,35.23
242,495.59,22.46
188,402.46,52.46
246,387.53,53.99
46,374.29,68.1
355,523.41,14.12
214,474.79,29.79
10,320.33,69.66
403,514.23,55.54
159,435.83,38.98
